-1,9,9,10,-1
17,19,17,16,-1
8,-1,7,-1,10
39,38,36,37,-1
24,21,20,19,21
16,-1,-1,20,19
6,-1,4,4,-1
21,22,-1,19,-1
27,25,27,25,26
22,-1,-1,21,19
-1,26,-1,25,-1
35,-1,35,-1,38
19,16,16,-1,-1
-1,1,3,5,4
16,16,15,16,-1
12,12,10,12,12
32,34,32,34,32
24,24,22,-1,24
28,-1,27,27,-1
25,24,23,23,21
-1,-1,2,3,3
27,25,25,-1,25
22,21,21,22,23
34,-1,32,35,35
-1,-1,32,-1,32
16,20,-1,19,20
3,2,-1,3,6
-1,12,14,16,-1
4,-1,3,3,5
22,22,-1,25,26
-1,-1,1,1,2
7,-1,7,7,-1
20,20,20,19,-1
1,1,1,-1,2
-1,-1,16,16,14
18,-1,-1,-1,19
9,9,8,11,11
20,-1,-1,-1,20
12,11,11,11,10
-1,38,38,35,35
22,19,21,23,-1
21,-1,-1,20,21
22,-1,20,-1,21
31,31,32,31,31
39,39,36,39,-1
36,37,37,-1,-1
30,-1,-1,31,29
17,17,-1,16,19
12,10,12,-1,9
28,-1,29,29,26
-1,22,-1,21,19
-1,16,16,14,16
-1,27,25,-1,25
7,7,9,7,9
32,33,33,36,-1
39,39,37,38,35
21,24,-1,21,21
30,27,29,28,29
-1,-1,15,-1,15
-1,-1,-1,25,24
27,-1,28,28,27
19,17,18,19,16
17,16,15,16,14
22,-1,19,19,21
20,20,20,20,-1
22,24,21,-1,21
27,27,26,-1,-1
33,-1,32,33,-1
-1,3,-1,-1,-1
36,37,38,38,38
-1,-1,14,15,-1
21,23,-1,23,25
11,12,11,11,12
-1,7,7,-1,-1
15,15,-1,16,16
4,5,3,3,-1
38,-1,36,36,36
7,7,-1,-1,5
39,39,39,39,38
7,-1,-1,7,9
26,-1,-1,-1,27
-1,5,6,4,-1
29,27,-1,-1,29
-1,-1,7,9,-1
-1,6,-1,4,-1
-1,-1,-1,26,26
-1,19,16,-1,-1
18,-1,20,17,17
-1,18,16,-1,16
2,4,3,5,7
7,7,-1,-1,7
-1,35,35,32,34
-1,26,25,26,-1
-1,-1,-1,-1,26
35,37,-1,-1,35
-1,26,26,25,-1
37,39,37,39,38
35,39,39,39,38
23,25,23,-1,23
-1,35,35,33,-1
-1,39,37,37,37
-1,3,4,-1,5
-1,11,11,8,8
29,28,-1,27,26
23,22,-1,23,-1
35,39,38,36,-1
-1,6,-1,7,5
-1,21,21,22,20
3,1,-1,1,1
31,35,35,36,35
38,-1,35,38,-1
24,23,21,24,20
20,-1,19,20,22
7,-1,5,4,6
-1,-1,37,-1,-1
-1,3,4,-1,3
-1,5,-1,5,6
-1,-1,5,6,7
38,37,38,38,-1
-1,6,-1,3,3
-1,10,11,9,7
-1,10,8,8,9
1,1,0,1,0
20,-1,19,20,-1
10,-1,14,13,14
29,-1,31,32,31
18,-1,18,19,19
5,4,-1,4,-1
33,31,33,-1,31
-1,35,-1,37,-1
36,38,38,39,39
-1,21,22,22,23
-1,-1,-1,6,4
2,-1,7,7,7
15,14,13,-1,16
-1,20,-1,20,19
-1,4,3,6,-1
-1,-1,6,2,-1
39,-1,38,38,-1
-1,27,29,-1,-1
20,21,20,23,21
7,6,-1,7,6
19,19,19,-1,19
-1,-1,6,-1,-1
25,-1,27,-1,-1
6,-1,5,7,-1
7,-1,7,5,5
-1,16,-1,18,17
21,23,19,21,23
-1,-1,16,14,16
-1,27,28,30,-1
29,29,29,29,31
24,25,24,-1,-1
-1,19,21,20,-1
29,26,-1,28,28
11,11,12,11,-1
22,27,27,27,-1
-1,3,-1,7,7
17,16,-1,16,18
27,26,27,25,-1
5,-1,-1,-1,7
-1,-1,16,14,-1
24,22,21,21,-1
35,34,33,-1,33
19,20,20,19,-1
15,-1,14,-1,-1
3,5,1,3,1
1,1,1,-1,1
19,20,20,21,-1
33,32,32,31,32
-1,21,19,19,-1
-1,-1,-1,7,4
11,11,10,9,7
20,-1,20,20,19
-1,31,31,31,31
19,21,20,20,-1
19,-1,19,-1,20
21,21,21,21,-1
6,5,7,-1,7
-1,20,20,19,19
4,6,5,5,7
-1,-1,31,31,33
18,19,16,14,-1
-1,-1,-1,-1,33
1,4,4,6,-1
-1,7,6,7,-1
4,5,3,3,-1
3,-1,4,-1,1
-1,0,1,1,1
-1,4,-1,3,1
34,32,33,35,33
20,21,25,23,22
18,19,20,20,-1
7,5,6,6,3
11,12,-1,12,11
2,1,-1,-1,1
28,-1,-1,31,31
17,-1,-1,19,19
-1,25,-1,23,-1
-1,-1,28,29,27
-1,16,20,16,-1
6,7,-1,7,8
-1,32,-1,-1,35
34,-1,-1,-1,-1
-1,-1,17,17,-1
-1,-1,-1,-1,7
28,31,-1,-1,-1
-1,9,-1,8,-1
-1,-1,15,18,16
5,7,5,-1,5
14,12,12,-1,12
29,26,28,28,27
20,-1,16,15,-1
9,11,-1,10,9
31,31,31,-1,31
-1,-1,7,7,5
35,-1,-1,35,35
-1,30,29,31,-1
-1,-1,20,-1,19
-1,39,-1,39,38
-1,5,4,3,6
-1,-1,17,16,-1
19,-1,21,-1,-1
15,15,15,16,-1
31,33,-1,33,-1
31,31,-1,-1,-1
-1,11,12,13,12
23,-1,21,-1,24
34,-1,35,35,-1
-1,19,20,-1,19
-1,1,2,1,1
3,4,5,-1,-1
-1,31,31,31,33
31,31,31,31,-1
20,-1,16,-1,-1
15,14,-1,16,15
-1,12,-1,9,12
-1,-1,-1,24,-1
33,35,-1,34,-1
-1,18,18,20,19
-1,5,7,5,-1
25,25,25,25,24
29,-1,29,31,31
-1,27,25,22,-1
35,-1,32,-1,33
-1,17,19,19,19
17,19,16,16,16
25,25,-1,-1,25
28,29,31,32,31
19,18,19,19,18
12,9,-1,11,9
-1,19,-1,16,16
-1,21,21,25,24
27,-1,31,31,-1
21,22,23,21,25
-1,-1,-1,24,21
-1,5,6,7,4
14,16,16,15,16
26,28,-1,27,29
-1,33,-1,31,35
-1,15,15,15,14
6,-1,5,-1,5
-1,5,4,5,-1
-1,4,7,7,-1
16,16,19,-1,19
22,19,22,-1,23
28,31,32,-1,-1
30,33,31,32,30
-1,-1,18,18,17
9,11,-1,10,8
31,31,31,-1,31
31,-1,31,31,32
7,3,6,6,-1
-1,29,29,29,29
31,-1,-1,30,-1
-1,9,-1,-1,-1
-1,-1,24,24,-1
31,33,35,35,-1
-1,35,36,37,39
19,18,19,-1,-1
16,15,-1,14,16
21,24,22,21,21
10,11,-1,9,8
9,-1,10,10,14
27,26,-1,25,-1
3,5,4,5,-1
16,16,16,17,-1
27,26,25,27,27
16,14,14,16,15
21,22,-1,-1,22
13,12,12,11,-1
-1,35,34,-1,35
35,35,-1,35,-1
-1,20,-1,19,19
25,-1,25,25,-1
16,16,20,17,17
17,18,-1,-1,17
27,28,27,26,27
-1,-1,21,22,21
37,37,35,37,-1
39,37,38,-1,-1
37,-1,37,36,-1
7,-1,-1,5,-1
9,7,7,6,-1
-1,16,-1,16,-1
-1,7,5,7,7
26,24,24,-1,25
0,-1,-1,0,1
26,26,-1,25,27
31,32,31,-1,31
1,1,1,1,-1
39,35,-1,38,39
-1,21,23,23,21
13,-1,12,11,10
7,7,-1,8,-1
-1,8,-1,9,8
27,25,27,-1,27
3,1,3,3,1
26,27,27,26,26
19,19,19,19,19
-1,6,6,7,7
-1,23,21,25,-1
-1,28,-1,27,-1
7,-1,5,8,-1
-1,27,-1,25,25
34,-1,32,-1,33
-1,35,34,33,33
4,1,2,1,0
-1,-1,7,6,-1
10,12,13,-1,12
28,-1,27,-1,28
19,19,19,20,-1
12,-1,9,9,10
16,14,16,16,-1
-1,27,-1,29,-1
16,16,-1,15,16
14,15,-1,16,16
6,6,7,4,3
25,-1,-1,-1,22
38,39,38,39,39
19,20,20,20,20
10,9,9,-1,10
27,-1,24,25,26
32,-1,31,35,-1
39,39,-1,38,39
3,-1,5,-1,-1
16,17,16,16,16
-1,33,34,-1,35
1,2,2,2,-1
20,19,19,-1,20
7,6,6,5,4
-1,35,36,-1,35
-1,33,33,31,31
19,-1,21,22,-1
10,13,-1,13,12
17,19,-1,-1,19
20,20,20,20,19
10,-1,9,-1,11
-1,29,31,30,31
5,-1,6,5,6
21,22,21,21,21
25,-1,27,-1,26
-1,19,19,20,-1
-1,-1,33,-1,35
37,-1,38,39,35
38,-1,39,38,36
6,6,-1,6,5
-1,4,3,-1,3
-1,11,12,-1,12
21,25,20,-1,-1
-1,15,16,16,16
39,38,38,37,-1
27,-1,25,24,26
15,15,16,15,-1
17,17,16,15,19
31,29,31,31,31
12,12,10,9,-1
-1,-1,11,12,12
-1,35,-1,33,35
-1,-1,24,-1,25
19,19,19,-1,18
-1,0,1,1,1
24,22,23,23,-1
34,35,35,35,-1
7,7,8,11,-1
29,-1,31,31,31
31,31,31,29,-1
-1,-1,38,38,38
38,39,38,38,39
-1,31,-1,31,33
9,11,9,9,-1
-1,11,12,-1,9
36,35,35,34,32
28,-1,-1,26,-1
29,27,30,-1,28
-1,9,10,9,9
16,17,-1,-1,-1
3,-1,-1,2,1
31,-1,31,-1,31
12,10,-1,14,16
-1,28,27,27,25
21,20,-1,20,-1
6,6,6,6,-1
28,28,29,28,28
22,21,-1,21,-1
26,-1,-1,24,24
24,24,23,-1,20
39,-1,39,37,-1
9,11,13,-1,14
-1,19,21,-1,22
14,-1,15,13,15
21,21,-1,20,22
26,-1,25,25,-1
39,39,38,37,38
-1,13,-1,12,-1
10,12,14,16,-1
-1,-1,24,24,-1
37,-1,-1,37,-1
3,2,3,-1,1
-1,5,7,-1,4
6,7,6,5,4
-1,33,31,31,32
18,15,20,16,16
26,26,25,26,27
21,21,21,-1,22
-1,3,3,3,5
4,-1,5,7,7
39,39,39,38,39
28,29,28,29,29
-1,21,21,21,23
23,22,-1,-1,21
16,19,19,19,19
-1,20,-1,20,-1
-1,32,31,32,34
38,35,-1,-1,39
-1,-1,29,27,30
7,7,6,7,4
36,38,-1,36,39
-1,39,38,38,-1
1,1,-1,1,-1
5,4,7,-1,6
29,-1,-1,27,-1
25,25,27,25,25
1,3,-1,3,-1
15,14,15,-1,17
5,7,-1,7,-1
18,-1,-1,16,19
21,-1,21,19,20
19,-1,24,23,22
-1,-1,16,-1,16
20,20,18,18,20
-1,29,29,29,-1
18,20,20,20,19
-1,-1,-1,-1,-1
-1,21,-1,22,21
-1,-1,12,12,-1
-1,32,31,32,-1
10,16,-1,17,16
2,-1,3,3,5
26,-1,24,-1,27
-1,20,19,20,20
19,-1,20,19,20
33,35,-1,35,-1
-1,39,38,38,39
9,-1,8,9,10
27,-1,27,27,27
18,16,15,15,14
-1,-1,11,-1,7
12,11,-1,11,11
3,-1,-1,-1,9
-1,19,-1,20,20
-1,27,25,25,25
17,15,-1,15,-1
34,31,30,32,32
-1,-1,-1,34,31
-1,25,22,21,24
28,28,28,27,27
-1,31,29,-1,29
35,31,-1,31,31
-1,27,-1,29,26
18,22,22,19,19
-1,3,2,3,4
33,35,-1,31,31
-1,31,30,31,-1
6,-1,6,8,7
-1,7,6,8,7
28,-1,-1,-1,29
-1,7,7,8,-1
-1,19,20,-1,20
26,29,29,29,29
19,19,20,20,19
18,-1,19,19,20
-1,5,-1,8,10
27,25,25,26,-1
-1,-1,-1,31,31
5,8,7,-1,-1
-1,9,10,9,-1
-1,21,-1,-1,-1
28,31,33,-1,-1
24,23,-1,21,20
-1,31,34,-1,33
20,21,21,25,22
21,20,20,20,-1
33,-1,35,33,33
19,-1,-1,20,19
38,39,38,-1,-1
38,-1,38,37,38
27,28,28,27,27
36,-1,-1,33,-1
-1,7,-1,-1,4
-1,29,29,31,31
16,-1,14,17,15
-1,-1,-1,-1,-1
5,5,-1,1,1
1,1,0,1,2
22,25,25,23,-1
16,-1,-1,16,17
25,26,25,25,-1
6,-1,7,7,10
10,-1,-1,8,9
-1,16,-1,16,15
-1,25,25,23,24
-1,5,-1,5,6
31,29,30,31,31
-1,-1,12,9,-1
-1,27,26,25,25
3,3,4,-1,-1
23,25,21,-1,23
-1,35,33,34,34
8,9,10,8,9
29,-1,-1,33,31
14,12,14,14,16
22,21,21,-1,-1
14,-1,16,14,16
-1,11,12,11,-1
-1,32,-1,33,32
24,-1,23,21,21
31,-1,30,-1,31
25,-1,-1,27,-1
28,28,-1,27,-1
-1,-1,34,-1,31
38,37,35,-1,35
3,-1,6,6,7
-1,-1,-1,25,25
1,-1,-1,1,1
15,-1,-1,16,-1
19,-1,-1,-1,20
-1,8,11,9,-1
5,1,1,-1,-1
-1,38,36,37,35
31,-1,33,32,-1
38,38,38,39,-1
-1,38,37,39,38
-1,-1,25,26,-1
-1,-1,18,19,-1
16,17,17,-1,16
1,-1,3,-1,2
19,18,21,-1,19
22,-1,25,-1,21
31,28,-1,31,31
34,35,34,-1,33
-1,22,-1,-1,22
-1,-1,39,39,38
-1,5,9,6,8
31,32,35,33,34
-1,19,19,19,-1
31,29,31,-1,33
33,31,31,33,34
23,-1,22,-1,-1
28,-1,27,-1,26
31,31,31,31,-1
33,34,-1,33,32
-1,1,-1,1,1
-1,-1,39,37,39
-1,19,19,-1,16
3,-1,6,4,-1
28,27,27,26,27
19,16,16,15,15
25,24,23,-1,24
35,-1,35,36,-1
28,26,29,-1,29
5,-1,7,5,7
25,26,-1,-1,25
-1,26,27,-1,26
38,-1,-1,-1,39
-1,15,16,16,16
-1,35,-1,35,35
-1,19,19,-1,20
14,12,12,-1,13
-1,24,24,23,-1
8,7,-1,7,-1
20,-1,20,-1,-1
5,3,1,5,-1
12,16,14,16,15
29,27,28,31,33
-1,29,-1,27,29
-1,-1,3,-1,-1
-1,2,1,0,0
37,39,37,36,-1
0,1,0,-1,1
8,9,10,-1,9
31,35,33,31,33
1,3,3,1,3
9,8,8,12,-1
16,-1,16,16,-1
-1,-1,22,21,-1
-1,-1,31,31,31
-1,34,-1,-1,32
27,-1,-1,29,31
7,7,-1,7,6
6,7,6,6,-1
-1,16,16,14,16
-1,22,-1,22,-1
20,-1,-1,20,-1
-1,31,31,31,31
20,17,-1,-1,19
19,20,-1,19,20
-1,7,5,7,7
-1,21,21,23,22
1,-1,-1,1,-1
4,7,6,6,-1
20,-1,-1,20,-1
-1,19,-1,20,20
29,28,-1,28,29
-1,-1,-1,20,-1
15,19,-1,-1,16
22,24,24,24,-1
-1,33,32,31,32
25,25,26,26,25
7,6,8,-1,7
33,35,33,37,36
7,7,7,6,7
6,-1,7,7,-1
-1,-1,16,16,16
-1,22,21,-1,22
-1,14,-1,15,16
-1,10,-1,-1,10
-1,30,-1,-1,-1
12,-1,11,-1,12
-1,8,-1,10,8
25,25,-1,25,-1
19,19,-1,19,20
31,31,-1,31,31
-1,10,-1,10,7
32,33,35,-1,34
19,-1,19,-1,19
35,-1,38,-1,38
-1,21,-1,22,20
23,22,22,21,20
27,-1,25,-1,25
3,-1,5,3,4
35,35,35,35,-1
-1,3,2,1,1
20,21,19,19,19
10,-1,-1,9,-1
-1,3,5,7,-1
-1,-1,-1,39,-1
-1,7,7,-1,5
27,27,27,-1,29
31,31,-1,31,31
36,-1,38,38,36
1,1,2,2,2
18,-1,20,20,-1
20,-1,20,20,19
-1,-1,-1,33,-1
36,39,-1,39,39
39,39,37,-1,-1
24,25,24,-1,20
34,33,-1,31,30
-1,-1,9,4,6
9,-1,10,-1,9
39,-1,-1,38,39
28,29,29,-1,28
-1,8,7,7,-1
9,9,8,10,-1
20,-1,19,20,19
31,33,-1,31,31
-1,-1,-1,-1,1
35,34,-1,33,-1
24,21,24,23,25
24,-1,24,24,22
10,9,9,-1,9
-1,7,-1,-1,-1
25,24,25,25,22
-1,-1,-1,31,31
1,-1,1,1,0
35,34,31,32,31
24,24,24,22,25
29,29,29,29,31
-1,-1,-1,8,9
-1,-1,35,37,-1
27,-1,27,25,-1
7,10,-1,6,9
-1,-1,27,-1,28
19,20,20,20,20
-1,18,17,19,17
3,0,1,3,1
-1,20,-1,-1,-1
29,28,27,-1,27
4,4,4,6,5
24,24,24,21,21
7,-1,-1,7,8
-1,12,-1,12,-1
4,-1,3,3,4
19,-1,19,-1,20
31,28,-1,-1,31
-1,15,-1,-1,16
2,-1,2,1,1
35,37,37,38,-1
-1,-1,21,21,21
14,11,13,11,13
18,19,19,19,19
33,34,-1,35,-1
10,-1,12,-1,13
-1,6,-1,4,7
7,10,-1,-1,8
29,-1,-1,28,27
2,2,-1,3,1
-1,7,10,11,-1
29,31,28,30,-1
36,35,33,34,34
-1,-1,19,19,18
-1,-1,-1,-1,27
-1,-1,-1,11,12
-1,7,7,6,6
1,1,1,-1,-1
36,35,-1,35,-1
-1,16,16,17,-1
37,38,-1,38,37
2,0,1,1,-1
32,34,31,29,-1
-1,7,5,-1,-1
28,29,-1,31,31
28,-1,32,31,32
33,32,33,31,32
28,27,27,24,25
31,31,31,31,31
23,19,23,21,24
-1,28,29,33,-1
21,19,20,21,21
27,26,25,-1,26
12,-1,14,15,17
36,36,-1,38,37
-1,6,4,5,3
-1,23,23,23,24
12,14,12,-1,-1
27,25,27,27,26
-1,31,-1,31,-1
-1,31,-1,-1,31
8,10,-1,9,12
9,9,-1,-1,9
32,33,-1,-1,35
-1,15,16,16,-1
38,-1,39,-1,36
-1,-1,38,-1,36
27,28,26,25,25
19,19,18,-1,19
10,-1,-1,11,12
39,35,-1,39,-1
19,-1,22,21,21
3,3,-1,5,5
-1,15,-1,-1,-1
7,5,5,5,-1
24,25,-1,27,-1
31,31,35,-1,33
29,28,-1,27,29
31,-1,-1,31,31
12,-1,10,11,-1
-1,26,26,-1,26
25,22,22,21,-1
-1,-1,29,29,-1
16,17,16,16,15
5,-1,4,-1,5
-1,11,-1,-1,7
16,-1,-1,15,16
27,-1,31,29,31
36,32,-1,31,35
4,5,3,-1,-1
-1,1,2,1,-1
30,31,35,33,31
-1,14,15,14,-1
7,9,6,8,7
-1,4,-1,7,6
5,3,-1,-1,4
11,11,10,9,12
6,-1,6,7,7
21,22,21,22,-1
3,-1,-1,7,7
19,19,16,18,19
-1,-1,29,31,31
-1,4,6,-1,6
4,5,7,4,6
28,-1,27,27,25
19,16,-1,17,17
-1,-1,16,-1,-1
3,-1,6,-1,5
-1,26,27,27,-1
-1,20,-1,15,15
27,-1,25,26,27
34,31,33,-1,33
38,-1,38,38,35
29,27,27,-1,27
34,33,34,33,-1
1,1,1,-1,1
16,-1,16,14,14
18,18,20,19,20
-1,1,3,1,2
-1,21,-1,21,20
17,18,-1,-1,-1
27,-1,-1,25,27
18,19,20,15,15
-1,24,24,-1,23
-1,16,16,17,-1
15,15,14,-1,-1
39,-1,38,-1,-1
38,-1,38,39,38
22,21,-1,22,23
34,-1,-1,36,-1
20,20,-1,19,20
-1,31,31,34,32
-1,20,19,20,21
7,-1,7,7,6
-1,11,12,12,11
-1,38,35,39,38
-1,35,-1,-1,-1
12,14,12,-1,12
30,-1,-1,27,25
16,16,-1,14,16
-1,-1,31,-1,31
12,13,12,12,-1
22,-1,23,23,-1
30,30,-1,-1,-1
30,32,-1,33,33
6,6,5,-1,-1
10,9,10,10,11
35,38,38,39,39
3,3,-1,3,1
2,2,-1,-1,1
33,31,34,33,-1
26,21,-1,-1,25
3,5,3,3,1
18,18,17,19,-1
15,-1,-1,16,16
31,31,31,31,33
14,12,13,12,12
31,31,31,31,31
35,32,34,-1,33
13,13,12,-1,12
-1,6,-1,7,-1
-1,6,7,-1,6
21,19,-1,19,19
25,24,22,21,22
-1,7,6,9,10
1,1,1,0,-1
8,-1,10,-1,9
-1,23,25,22,21
12,-1,14,-1,12
5,3,-1,4,3
-1,16,15,-1,16
-1,-1,-1,23,20
34,31,33,33,35
26,-1,22,24,22
10,-1,11,11,10
7,6,-1,6,5
-1,31,31,31,31
25,25,25,27,25
31,35,-1,35,-1
20,-1,21,22,22
35,35,33,30,32
26,25,-1,27,25
20,20,20,20,-1
-1,5,-1,-1,7
16,18,17,20,-1
-1,14,15,13,16
27,25,-1,25,25
8,7,-1,-1,9
27,25,27,26,26
16,17,-1,18,17
-1,21,-1,19,19
-1,25,-1,22,21
25,-1,-1,27,-1
29,-1,33,30,-1
26,25,26,26,26
35,36,38,38,38
-1,-1,34,33,33
-1,29,29,31,31
22,25,25,-1,25
27,-1,25,26,-1
-1,14,15,-1,16
25,-1,26,-1,26
38,39,39,38,37
20,18,18,-1,20
-1,31,31,-1,33
3,4,5,6,7
-1,19,19,17,19
11,9,14,12,12
6,-1,6,-1,-1
28,32,34,31,30
3,1,3,-1,1
-1,-1,-1,-1,-1
23,23,22,22,22
-1,7,5,5,-1
35,34,-1,35,36
-1,39,38,39,-1
-1,12,-1,11,12
24,-1,22,23,22
-1,1,0,1,1
4,-1,1,1,1
-1,32,-1,-1,33
16,19,-1,-1,20
25,25,-1,27,25
-1,-1,34,34,33
38,39,-1,39,36
13,-1,11,11,9
-1,-1,-1,-1,-1
-1,-1,37,-1,35
28,29,28,28,29
-1,-1,3,3,-1
16,-1,16,-1,16
-1,29,29,31,31
21,22,-1,-1,-1
-1,0,1,-1,-1
16,-1,-1,15,14
-1,-1,27,26,25
-1,27,25,27,-1
39,39,38,-1,39
33,31,32,34,32
36,35,35,-1,38
34,35,36,-1,35
9,10,8,8,7
31,27,-1,29,32
35,35,38,38,35
25,-1,22,-1,22
38,36,39,-1,-1
1,-1,-1,1,1
7,-1,6,-1,6
34,32,-1,35,38
-1,38,-1,-1,39
12,12,10,12,-1
3,-1,3,3,-1
-1,-1,7,-1,-1
29,29,29,28,-1
-1,25,25,-1,-1
4,-1,5,7,4
1,1,2,1,1
-1,-1,31,31,-1
-1,5,3,-1,-1
1,1,1,-1,1
-1,19,18,16,-1
26,-1,-1,-1,26
-1,24,22,21,-1
24,24,25,-1,25
-1,4,-1,6,6
31,31,31,-1,34
-1,16,16,19,16
7,-1,9,9,9
7,3,4,-1,4
25,-1,24,21,20
23,23,22,-1,-1
4,7,-1,5,6
26,26,27,-1,29
22,-1,24,24,-1
-1,39,-1,39,38
27,26,26,27,25
-1,-1,19,20,22
7,6,7,9,8
30,28,31,29,32
21,24,21,-1,21
5,1,-1,1,-1
9,12,14,12,-1
-1,-1,17,-1,16
32,31,31,31,31
-1,8,8,11,-1
3,6,5,-1,-1
-1,21,22,24,-1
-1,1,1,-1,0
2,1,-1,0,-1
29,31,31,-1,-1
27,26,-1,27,28
31,31,32,-1,31
1,0,2,2,2
7,7,9,-1,9
31,33,35,34,35
25,25,25,25,25
21,24,21,22,22
-1,38,39,38,-1
36,37,35,36,38
1,-1,-1,1,2
-1,16,15,14,16
21,21,22,22,-1
6,-1,7,5,5
18,16,14,15,14
24,-1,25,26,-1
-1,-1,19,20,-1
20,-1,-1,19,-1
18,15,14,15,15
4,3,-1,5,-1
6,7,6,4,7
10,8,7,-1,11
-1,18,17,17,-1
